Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
15.815,0.006,-0.006,-0.1307,0.3692,-1.974,1.0779
15.823,0.007,-0.0054,-0.1816,0.2783,-1.7059,1.0779
15.831,0.0068,-0.006,-0.2311,0.3764,-1.998,1.0684
15.839,0.01,-0.0023,-0.2956,0.2615,-2.3499,1.0827
15.847,0.0116,0.0015,-0.3551,0.2543,-2.4385,1.0444
15.855,0.0148,0.0015,-0.4377,0.0724,-2.4074,1.0205
15.863,0.0169,0.0001,-0.5312,-0.0737,-2.2302,1.0707
15.871,0.0174,-0.0041,-0.5874,0.1514,-1.8423,1.0803
15.879,0.015,-0.0081,-0.5632,0.5392,-1.5407,1.0707
15.887,0.0129,-0.0068,-0.4896,0.7044,-1.1097,1.0348
15.895,0.011,-0.0062,-0.403,0.5895,-0.8942,1.0181
15.903,0.01,-0.0015,-0.3209,0.5943,-0.8487,1.0205
15.911,0.007,0.0001,-0.2594,0.6182,-0.9158,1.0324
15.919,0.0065,-0.0001,-0.2117,0.4554,-0.8894,1.0324
15.927,0.0052,0.0004,-0.1797,0.4578,-0.8966,1.0348
15.935,0.0044,0.0012,-0.1536,0.2974,-0.9421,1.03
15.943,0.0044,0.0001,-0.1392,0.2088,-1.0092,1.066
15.951,0.003,-0.0007,-0.115,0.3261,-1.0331,1.0492
15.959,0.0012,-0.0007,-0.0902,0.0412,-0.9206,0.9774
15.967,0.003,0.0001,-0.0875,-0.0521,-0.8775,1.0348
15.975,0.0028,0.0015,-0.0862,-0.021,-0.65,1.0085
15.983,0.0014,0.0015,-0.0694,0.0436,-0.5854,1.0396
15.991,0.0017,0.0012,-0.0454,0.046,-0.4321,1.0324
15.999,0.002,0.0033,-0.0233,0.0388,-0.2598,1.0348
16.007,0.002,0.0049,-0.0121,0.0221,-0.1185,1.0396
16.015,0.0014,0.0055,-0.0071,0.0293,-0.0515,1.03
16.023,0.0014,0.0036,-0.0036,0.0293,-0.0251,1.0277
16.031,0.0014,0.0055,-0.002,0.0293,-0.006,1.0013
16.039,0.0017,0.0047,-0.0007,0.0293,0.0012,1.0109
16.047,0.0012,0.0055,-0.0009,0.0269,-0.0012,1.0181
16.055,0.0017,0.0073,-0.0009,0.0221,-0.0227,1.0277
16.063,0.0014,0.0057,-0.0004,0.0269,-0.0156,1.0085
16.071,0.002,0.0076,-0.0004,0.0317,-0.0036,1.0372
16.079,0.0014,0.0057,-0.0004,0.0364,-0.0036,1.0348
16.087,0.0012,0.0055,-0.0004,0.0293,-0.0156,0.9965
16.095,0.0009,0.0047,-0.0004,0.0269,-0.0084,1.0253
16.103,0.0004,0.0028,0.0001,0.0269,0.0012,1.0205
16.111,0.0004,0.0025,-0.0001,0.0245,0.0012,1.0205
16.119,-0.0002,0.0007,0.0001,0.0341,-0.0036,1.0348
16.127,-0.0002,-0.0007,0.0009,0.0436,0.0036,1.0157
16.135,-0.001,-0.0007,-0.0004,0.0436,-0.0108,1.0157
16.143,-0.0007,0.0001,0.0001,0.0436,-0.0132,1.0348
16.151,0.0001,-0.0004,-0.0007,0.0412,-0.0203,1.0324
16.159,0.0001,0.0001,-0.0001,0.0436,-0.0108,1.0277
16.167,0.0009,0.0009,0.0004,0.0341,-0.018,1.0277
16.175,0.0004,0.0007,0.0001,0.0245,-0.0203,1.0348
16.183,-0.0004,0.0012,-0.0001,0.0269,-0.0084,1.03
16.191,-0.001,-0.0004,0.0007,0.0149,-0.018,1.0277
16.199,-0.0004,-0.0007,0.0009,0.0269,0.0012,1.0157
16.207,0.0001,0.0007,0.0007,0.0317,0.0012,1.0157
16.215,0.0012,0.0017,-0.0007,0.0269,-0.0108,1.0061
16.223,0.0001,0.0023,-0.0001,0.0364,-0.006,0.9846
16.231,0.0001,0.0023,-0.0007,0.0269,0.0036,0.9774
16.239,-0.0002,0.0023,-0.0004,0.0245,-0.0036,1.0181
16.247,0.0001,0.0023,-0.0004,0.0412,-0.0156,1.0277
16.255,0.0001,0.002,-0.0009,0.0508,-0.0108,1.0133
16.263,0.0004,0.0009,-0.0012,0.0388,-0.0084,1.0205
16.271,0.0006,0.0004,-0.0015,0.0364,0.0012,1.03
16.279,-0.0002,-0.0001,-0.0017,0.0436,-0.006,1.0324
16.287,-0.0004,0.0004,-0.0028,0.0341,-0.0012,1.03
16.295,-0.0002,0.0001,-0.0089,0.0317,-0.0347,1.0396
16.303,0.0001,-0.0007,-0.0158,0.0364,-0.0203,1.042
16.311,0.0006,-0.0017,-0.0164,0.0532,0.006,1.0516
16.319,0.0006,0.0001,-0.0161,0.0341,0.0036,1.0348
16.327,0.0006,0.0009,-0.0153,0.0269,0.0012,1.0612
16.335,0.0006,0.0009,-0.0164,0.0388,-0.006,1.0492
16.343,0.0006,-0.0007,-0.0185,0.0388,-0.0132,1.054
16.351,0.0001,0.0004,-0.0204,0.0412,-0.0084,1.054
16.359,0.0001,0.0007,-0.0228,0.0484,-0.0036,1.0109
16.367,0.0001,0.0007,-0.0252,0.0388,-0.0036,1.0061
16.375,0.0006,-0.0009,-0.0332,0.0484,-0.0132,1.0253
16.383,0.0006,-0.0009,-0.0441,0.058,0.006,1.0396
16.391,0.0001,-0.0036,-0.0622,0.0293,0.0227,1.0324
16.399,0.0006,-0.006,-0.0787,0.0293,0.0443,1.0324
16.407,0.0009,-0.0068,-0.0934,0.0867,-0.0898,0.9606
16.415,0.0044,-0.002,-0.1669,0.1322,-0.2526,1.0277
16.423,0.0062,-0.0041,-0.2724,0.1897,-0.2981,1.0205
16.431,0.0092,-0.0054,-0.378,0.2567,-0.3172,1.03
16.439,0.0113,-0.0062,-0.4598,0.2615,-0.2933,1.0444
16.447,0.0134,-0.0084,-0.5293,0.3333,-0.1544,1.0707
16.455,0.015,-0.0118,-0.6045,0.5823,-0.1712,1.0277
16.463,0.0166,-0.011,-0.6745,0.7643,-0.2023,1.0516
16.471,0.0182,-0.0078,-0.7324,1.066,-0.0132,1.0324
16.479,0.0182,-0.01,-0.7489,1.0061,0.1089,1.03
16.487,0.0174,-0.0105,-0.7262,1.1474,0.3412,0.9965
16.495,0.0164,-0.0081,-0.6708,1.2838,0.3555,1.0181
16.503,0.015,-0.0049,-0.5682,1.6214,0.3891,1.0444
16.511,0.011,-0.0023,-0.4369,2.0093,0.2263,1.0348
16.519,0.0073,-0.0017,-0.3018,2.3756,0.1305,1.0157
16.527,0.0044,0.0025,-0.1805,2.4761,-0.0036,1.0947
16.535,0.0006,0.0009,-0.087,2.5001,0.0635,1.0827
16.543,-0.0015,-0.0015,-0.0148,2.4881,0.2143,1.0324
16.551,-0.0034,-0.0004,0.0564,2.3349,0.2765,1.0444
16.559,-0.0052,0.0009,0.1454,2.2487,0.1856,1.0636
16.567,-0.0068,0.0063,0.245,2.2487,0.2526,1.0636
16.575,-0.0124,0.0036,0.3417,2.2678,0.2981,1.0564
16.583,-0.0143,0.0041,0.4299,2.0931,0.1377,1.054
16.591,-0.0154,0.0052,0.488,1.9518,-0.0587,1.0324
16.599,-0.0167,0.0033,0.495,1.7507,-0.1017,1.0636
16.607,-0.0175,0.0001,0.4822,1.8896,-0.018,1.0707
16.615,-0.0183,0.0009,0.5261,2.354,0.097,1.042
16.623,-0.0183,0.0036,0.601,2.2463,0.1664,1.0516
16.631,-0.0186,0.0047,0.6602,2.0308,0.2358,1.0564
16.639,-0.0183,0.0023,0.6756,1.8584,0.2957,1.0372
16.647,-0.0172,0.0028,0.6804,2.0021,0.3077,1.0875
16.655,-0.0202,0.0031,0.7068,1.8345,0.1927,1.0899
16.663,-0.0191,0.0073,0.7079,1.4921,0.0922,1.0229
16.671,-0.0178,0.0108,0.6466,0.9175,0.0658,1.0516
16.679,-0.0162,0.0071,0.5563,0.8888,0.1401,1.0564
16.687,-0.0154,0.0036,0.5123,1.5232,0.413,1.0588
16.695,-0.0186,0.002,0.5666,1.9494,0.6261,1.0468
16.703,-0.0226,0.0017,0.6548,1.7699,0.6333,1.0755
16.711,-0.0215,0.0047,0.6927,1.552,0.5567,1.0229
16.719,-0.0199,0.0031,0.6772,1.5161,0.6021,0.9893
16.727,-0.018,0.0049,0.6788,1.8034,0.6285,1.042
16.735,-0.0194,0.0047,0.7137,1.7699,0.4729,1.042
16.743,-0.021,0.0031,0.7548,1.7627,0.4465,0.9822
16.751,-0.0215,0.0047,0.7963,1.5017,0.4561,1.0085
16.759,-0.0223,0.0079,0.7987,1.3006,0.4776,1.0181
16.767,-0.022,0.0135,0.7902,0.9702,0.3771,1.03
16.775,-0.022,0.0097,0.7665,1.0181,0.5255,1.0372
16.783,-0.0223,0.0041,0.7806,1.4371,0.6835,1.054
16.791,-0.0223,0.01,0.8672,1.7675,0.6931,0.9654
16.799,-0.0223,0.0175,0.9629,1.4969,0.6333,1.0037
16.807,-0.0244,0.0172,0.9575,0.7739,0.4705,1.0564
16.815,-0.0265,0.0116,0.8904,0.5416,0.3891,1.0133
16.823,-0.0268,0.0081,0.8137,0.1705,0.1975,1.0492
16.831,-0.0257,0.0071,0.7185,-0.0545,0.0826,1.0588
16.839,-0.0228,0.002,0.6455,0.2615,0.1664,1.0037
16.847,-0.0247,-0.0041,0.6271,0.5201,0.346,1.0277
16.855,-0.0236,-0.0041,0.6354,0.7858,0.5207,0.9965
16.863,-0.0252,-0.0023,0.7244,1.279,0.8464,1.0588
16.871,-0.0263,-0.0007,0.831,0.8313,0.6812,1.0013
16.879,-0.0236,0.002,0.8171,-0.1671,0.4465,1.0588
16.887,-0.0226,-0.0009,0.7526,-0.0785,0.5758,1.0013
16.895,-0.0215,0.0039,0.7374,-0.1503,0.5016,0.9486
16.903,-0.0196,0.018,0.7398,-0.6387,0.3101,0.987
16.911,-0.018,0.0172,0.7097,-1.199,0.1568,0.9893
16.919,-0.0164,0.0161,0.6271,-1.5772,0.097,0.9726
16.927,-0.0154,0.0137,0.5323,-1.3594,0.0994,1.03
16.935,-0.0154,0.0057,0.4417,-1.3091,0.0682,1.0109
16.943,-0.0146,0.0033,0.3823,-1.1223,0.1089,1.0013
16.951,-0.0148,0.0015,0.3644,-0.8877,0.1281,1.0133
16.959,-0.0148,0.0063,0.3929,-0.7536,0.1592,1.0037
16.967,-0.0172,0.0052,0.4505,-0.9955,0.1568,1.0492
16.975,-0.0194,0.0044,0.487,-1.6658,-0.0371,0.9582
16.983,-0.0167,0.0057,0.4686,-2.3242,-0.152,0.9486
16.991,-0.014,0.006,0.4427,-3.0784,-0.1065,1.0229
16.999,-0.0151,0.0007,0.4028,-3.8254,0.0658,0.9702
17.007,-0.0154,0.0007,0.3647,-4.3114,0.0012,0.9798
17.015,-0.0119,0.0036,0.3215,-4.5197,-0.0922,0.9008
17.023,-0.0095,-0.002,0.2504,-4.6753,-0.0778,0.951
17.031,-0.0076,-0.0078,0.1733,-4.0648,0.0658,0.9941
17.039,-0.0071,-0.01,0.1392,-3.0593,0.1161,0.9606
17.047,-0.0058,-0.0094,0.1291,-2.6522,-0.0084,0.9678
17.055,-0.0036,-0.0102,0.074,-2.7289,-0.0299,0.9582
17.063,-0.0018,-0.0105,-0.0185,-2.827,0.0132,0.9175
17.071,0.0017,-0.0108,-0.112,-2.6498,-0.0467,0.987
17.079,0.0036,-0.0094,-0.1829,-2.3817,-0.0539,0.9654
17.087,0.006,-0.0094,-0.2429,-2.2883,-0.1616,0.9654
17.095,0.0078,-0.0097,-0.3169,-1.8119,-0.0132,1.0013
17.103,0.0084,-0.0113,-0.3428,-1.1966,0.0802,0.9486
17.111,0.0084,-0.0081,-0.3161,-0.5597,0.0922,0.987
17.119,0.007,-0.007,-0.2629,-0.2413,-0.0371,1.0324
17.127,0.0052,-0.0062,-0.1992,0.0939,-0.0371,1.0061
17.135,0.0033,-0.0046,-0.1278,0.4746,0.0012,1.0181
17.143,0.0028,-0.0023,-0.0713,0.6661,-0.0467,1.0324
17.151,0.0012,-0.0041,-0.0433,0.5895,-0.0539,1.0085
17.159,0.0001,-0.0052,-0.0174,0.5081,0.0922,1.0061
17.167,-0.0015,-0.0046,0.0372,0.2304,0.0802,1.0013
17.175,-0.0028,-0.0001,0.0889,-0.3897,-0.0587,0.9798
17.183,-0.0028,0.0028,0.0958,-1.0984,-0.2239,0.9941
17.191,-0.0012,0.0033,0.0902,-1.3211,-0.097,0.9989
17.199,-0.0018,0.0055,0.1235,-1.3546,-0.1113,0.9702
17.207,-0.0026,0.0079,0.1672,-1.4839,-0.176,0.9654
17.215,-0.0028,0.0097,0.1917,-1.7975,-0.2646,1.0157
17.223,-0.0026,0.01,0.1712,-2.1997,-0.2478,1.0564
17.231,-0.001,0.0063,0.0985,-2.6379,-0.2047,1.0109
17.239,0.0001,0.0017,0.0023,-2.5732,-0.061,0.987
17.247,0.0022,0.0028,-0.0278,-1.9483,0.1281,0.9917
17.255,0.0009,0.002,-0.0222,-1.199,0.1065,1.0013
17.263,0.0009,0.0047,-0.01,-0.4065,0.0251,1.0133
17.271,0.0006,0.0025,-0.0047,-0.112,-0.0012,1.0229
17.279,0.0001,-0.0012,-0.0028,-0.0019,-0.0036,1.0348
17.287,-0.001,-0.0033,-0.0017,0.0388,-0.0227,1.0324
17.295,-0.0012,-0.0028,-0.0007,0.0604,-0.0227,1.0253
17.303,-0.0012,-0.0038,-0.0004,0.0508,-0.0108,1.03
17.311,-0.0018,-0.0062,-0.0012,0.0652,-0.0132,1.0061
17.319,-0.0018,-0.0049,-0.0009,0.0676,-0.0203,1.0181
17.327,-0.001,-0.0046,-0.0007,0.0652,-0.0299,0.9941
17.335,-0.0015,-0.0038,-0.0004,0.058,-0.0443,0.9965
17.343,-0.0012,-0.002,-0.0004,0.0508,-0.0299,0.9893
17.351,-0.001,-0.0004,-0.0004,0.0604,-0.0036,0.9989
17.359,0.0001,0.0012,0.0004,0.058,-0.0203,0.9965
17.367,-0.0002,-0.0001,-0.0007,0.0556,-0.0347,1.0253
17.375,0.0001,0.0001,-0.0001,0.0436,-0.0371,1.0253
17.383,0.0014,0.0025,0.0001,0.0508,-0.0419,1.0468
17.391,0.0014,0.0033,0.0007,0.0532,-0.018,1.042
17.399,0.0014,0.0039,-0.0001,0.0556,-0.0108,1.0037
17.407,0.002,0.0041,0.0004,0.0436,-0.0299,1.0133
17.415,0.0012,0.0063,0.0004,0.0652,-0.0251,0.9941
17.423,0.0017,0.0079,-0.0004,0.0532,-0.0203,1.0109
17.431,0.003,0.0108,-0.0007,0.0628,-0.0156,1.0181
17.439,0.0044,0.0129,-0.0004,0.07,-0.0251,1.0348
17.447,0.0057,0.0169,-0.0012,0.0843,-0.0299,0.987
17.455,0.0049,0.0148,-0.0017,0.0436,-0.0275,1.0348
17.463,0.0057,0.0164,-0.0017,0.0077,-0.0203,1.0516
17.471,0.0009,0.002,-0.0023,-0.021,0.0108,1.1426
17.479,-0.005,-0.0158,-0.0007,0.0341,0.0132,1.0731
17.487,-0.0063,-0.022,0.0001,0.0221,-0.0132,1.0372
17.495,-0.0084,-0.0313,-0.0001,0.0508,-0.0084,1.0468
17.503,0.0004,-0.0062,0.0004,0.1107,-0.0443,0.8648
17.511,0.0012,-0.0073,0.0001,0.0724,-0.0419,0.9726
17.519,0.0054,0.0103,0.0004,0.1131,-0.0395,0.8768
17.527,0.0193,0.0553,-0.0001,0.1945,-0.0874,0.6829
17.535,0.0414,0.1102,-0.002,0.0676,-0.0515,0.987
17.543,0.0473,0.1185,-0.0025,0.0795,-0.0491,0.9295
17.551,0.0571,0.1352,-0.0031,0.0317,0.0084,1.066
17.559,0.0387,0.0889,-0.002,-0.1192,0.0754,1.3269
17.567,0.0134,0.0319,-0.0009,-0.0306,0.0227,1.1306
17.575,0.0046,0.0129,-0.0012,-0.0258,0.0084,1.066
17.583,0.0017,0.0063,-0.0007,0.0029,0.0084,1.0396
17.591,0.0004,0.0023,-0.0004,-0.0066,-0.0036,1.0277
17.599,0.0006,0.0017,0.0001,0.0053,0.006,1.0444
17.607,0.0004,0.0004,-0.0004,-0.0019,-0.0156,1.0205
17.615,0.0004,0.0007,-0.0001,0.0077,-0.0012,1.0157
17.623,0.0001,0.0001,-0.0001,0.0101,-0.0132,1.0181
17.631,0.0001,0.0007,-0.0004,-0.0019,-0.0084,1.0324
17.639,-0.0002,0.0001,-0.0009,0.0053,-0.006,1.0109
17.647,-0.0002,0.0012,-0.0004,0.0269,0.0012,1.0085
17.655,0.0004,0.0009,-0.0007,0.0029,0.0036,0.987
17.663,0.0001,-0.0001,-0.0001,0.0221,-0.0108,0.9965
17.671,0.0004,0.0001,-0.0001,0.0005,0.0036,1.0468
17.679,-0.0002,0.0012,0.0007,-0.0066,0.0036,1.0181
17.687,-0.0002,0.0012,-0.0004,0.0053,0.006,1.0133
17.695,0.0004,0.0007,0.0001,0.0149,0.0012,1.0277
17.703,0.0009,0.0001,0.0009,0.0101,-0.0251,1.0109
17.711,-0.0002,0.0004,0.0007,0.0125,-0.0203,1.0037
17.719,0.0001,0.0012,0.0004,0.0197,-0.0132,1.0085
17.727,0.0004,0.0007,0.0007,0.0221,-0.0156,1.0205
17.735,0.0001,0.0004,0.0001,0.0245,-0.0132,1.0277
17.743,0.0004,-0.0001,0.0009,0.0149,-0.018,1.0372
17.751,-0.0007,0.0004,0.0007,0.0077,-0.0084,1.0181
17.759,-0.0007,0.0007,-0.0001,0.0149,0.0036,1.0085
17.767,-0.0004,0.0009,-0.0004,-0.009,0.0084,0.9989
17.775,-0.0002,0.0007,-0.0009,0.0125,0.0299,0.9965
17.783,-0.0002,0.0004,-0.0004,0.0149,0.0299,1.0061
17.791,0.0004,0.0007,-0.0001,-0.0162,0.018,1.0229
17.799,0.0004,0.0004,-0.0001,0.0005,0.0108,1.0181
17.807,0.0012,0.0007,0.0004,0.0053,0.0084,0.987
17.815,0.0006,0.0001,-0.0004,0.0149,-0.0227,1.0157
17.823,0.0004,-0.0004,0.0001,-0.0138,-0.0084,1.0061
17.831,0.0001,0.0004,0.0004,0.0005,-0.018,1.0205
17.839,0.0001,0.0012,0.0012,0.0005,-0.0156,1.0157
17.847,0.0001,0.0012,0.0007,0.0173,-0.0036,1.0205
17.855,0.0004,0.0012,-0.0001,0.0077,0.0012,1.0181
17.863,0.0006,0.0007,-0.0001,0.0149,-0.006,1.0253
17.871,0.0004,0.0004,0.0007,0.0197,-0.0012,1.0157
17.879,-0.0002,0.0004,0.0009,0.0173,0.006,1.0061
17.887,-0.0004,-0.0001,-0.0001,0.0077,0.0084,1.0085
17.895,0.0001,-0.0004,0.0007,0.0197,0.0108,1.0157
17.903,-0.0007,0.0001,0.0007,-0.0019,0.0036,1.0253
17.911,0.0001,0.0004,0.0004,0.0101,0.0012,1.0133
17.919,0.0001,0.0004,0.0001,0.0005,0.0012,1.0013
17.927,-0.0002,0.0001,0.0004,0.0149,0.0132,1.0205
17.935,0.0001,0.0004,0.0001,0.0269,0.006,1.0324
17.943,0.0004,0.0004,-0.0001,0.0149,-0.0012,1.0372
17.951,0.0004,0.0001,-0.0001,0.0245,0.0012,1.0181
17.959,0.0004,0.0004,-0.0004,0.0173,-0.0108,1.0157
17.967,0.0004,0.0007,0.0001,0.0125,-0.0203,1.0253
17.975,0.0001,-0.0001,-0.0001,0.0101,-0.0132,1.0157
17.983,0.0006,0.0009,-0.0004,-0.0066,-0.0108,1.0444
17.991,0.0004,0.0012,0.0001,0.0125,0.006,1.03
17.999,-0.0004,0.0004,0.0001,0.0101,0.0156,1.0253
18.007,-0.001,-0.0004,0.0001,-0.0043,0.0156,1.0205
18.015,-0.0002,0.0001,-0.0004,0.0053,-0.0012,1.0205
18.023,-0.0002,0.002,-0.0001,0.0125,0.0132,1.0013
18.031,-0.0002,-0.0001,0.0007,0.0101,0.0012,1.0109
18.039,-0.0002,-0.0001,0.0009,0.0221,-0.0156,1.0157
18.047,0.0001,0.0009,0.0004,0.0053,0.0036,1.0205
18.055,0.0006,0.0007,-0.0001,0.0125,-0.0156,1.0205
18.063,0.0004,0.0012,-0.0007,0.0053,-0.0156,1.03
18.071,0.0004,0.0009,0.0001,0.0149,-0.0012,1.0061
18.079,0.0006,0.0009,0.0009,0.0101,-0.006,1.0253
18.087,0.0004,0.0012,-0.0001,0.0029,0.0012,1.0516
18.095,0.0001,0.0007,0.0001,0.0101,-0.0012,1.0229
18.103,0.0001,0.0004,-0.0007,0.0053,0.0108,1.0229
18.111,0.0009,0.0012,0.0001,0.0053,0.0108,1.0133
18.119,0.0006,0.0009,-0.0001,-0.0019,0.0012,1.0253
18.127,0.0001,0.0007,0.0007,0.0077,-0.018,1.03
18.135,0.0001,0.0004,0.0007,0.0029,-0.0251,1.0348
18.143,0.0006,0.0007,0.0004,0.0125,-0.006,1.0468
18.151,0.0004,-0.0004,0.0007,0.0077,-0.018,1.0253
18.159,0.0001,-0.0001,0.0004,0.0053,-0.0108,1.0061
18.167,0.0001,0.0001,0.0012,0.0029,-0.0012,1.0253
18.175,0.0001,0.0007,-0.0004,0.0101,-0.0084,1.0133
18.183,0.0004,0.0007,0.0001,0.0125,0.0132,0.9846
18.191,0.0001,0.0001,-0.0001,0.0053,0.0299,1.0061
18.199,0.0004,0.0001,-0.0001,0.0173,-0.0036,1.0157
18.207,0.0004,0.0004,-0.0001,0.0245,-0.0036,1.0253
18.215,0.0006,-0.0004,-0.0007,0.0029,-0.0012,1.0229
18.223,0.0001,0.0001,-0.0009,0.0221,0.006,1.0253
18.231,-0.0004,0.0004,-0.0001,0.0245,0.0275,1.0277
18.239,0.0006,0.0001,0.0001,0.0269,0.018,1.0181
18.247,-0.0012,0.0001,0.0001,0.0197,0.0036,1.0109
18.255,0.0009,0.0004,0.0004,0.0125,-0.018,1.0253
18.263,0.0006,0.0004,0.0004,-0.009,0.0156,0.9989
18.271,-0.0012,-0.0004,-0.0004,-0.021,-0.0203,1.042
18.279,0.0006,0.0001,-0.0007,0.0005,-0.0227,1.042
18.287,0.0009,0.0015,0.0004,-0.0019,-0.006,1.0037
18.295,-0.0002,0.0012,0.0012,-0.0043,0.006,1.0037
18.303,-0.0007,0.0007,0.0004,-0.0019,0.0108,1.03
18.311,0.0012,0.0009,0.0007,0.0029,0.006,1.0109
18.319,-0.0002,0.0007,0.0007,0.0221,0.006,1.0253
18.327,0.0006,0.0004,0.0007,0.0197,-0.0132,1.0396
18.335,0.0004,0.0007,0.0004,0.0077,-0.018,1.0277
18.343,0.0004,0.0007,0.0007,0.0101,-0.0108,1.0324
18.351,-0.0002,0.0009,0.0001,-0.009,0.0012,1.0085
18.359,-0.0002,0.0007,0.0007,0.0293,0.0036,1.0013
18.367,-0.0004,0.0004,0.0001,0.0125,-0.0036,0.9941
18.375,-0.0004,0.0001,0.0001,0.0077,-0.0036,0.9846
18.383,0.0001,0.0004,-0.0007,0.0053,0.0156,1.0181
18.391,0.0006,0.0004,-0.0009,0.0005,0.0108,1.0085
18.399,-0.0002,0.0009,-0.0004,0.0149,0.0012,1.0133
18.407,0.0001,0.0009,-0.0007,0.0053,0.006,1.0229
18.415,-0.0004,0.0007,-0.0009,0.0125,-0.006,1.0085
18.423,-0.001,0.0007,-0.0004,0.0005,0.0036,1.0372
18.431,-0.0002,0.0004,-0.0001,0.0173,0.0132,1.0277
18.439,0.0001,-0.0001,0.0004,0.0221,-0.0108,1.0013
18.447,0.0004,-0.0001,0.0009,0.0077,-0.0108,0.9822
18.455,0.0004,-0.0004,0.0012,0.0125,-0.0108,0.9702
18.463,-0.0002,0.0001,0.0007,0.0197,-0.006,1.0157
18.471,-0.0002,-0.0007,0.0001,-0.0162,-0.0084,1.0324
18.479,-0.0004,-0.0004,-0.0007,-0.0186,-0.006,1.0229
18.487,-0.0002,-0.0004,-0.0007,-0.0138,0.0012,1.0181
18.495,-0.0004,0.0001,-0.0001,-0.0138,-0.006,1.0133
18.503,0.0004,0.0001,0.0001,0.0029,-0.018,1.0085
18.511,-0.0007,0.0009,0.0001,0.0293,-0.0012,1.0085
18.519,0.0004,-0.0001,-0.0004,0.0173,-0.0108,1.0109
18.527,0.0006,-0.0001,-0.0001,0.0029,0.0108,1.0085
18.535,0.0004,-0.0001,-0.0001,0.0101,0.018,1.0109
18.543,0.0004,0.0009,0.0001,0.0173,0.0108,1.0229
18.551,-0.0004,0.0012,0.0004,0.0197,-0.0036,1.0277